ACCIDENT_NO,ABS_CODE,Date,ACCIDENT_TIME,ACCIDENT_TYPE,DAY_OF_WEEK,LONGITUDE,LATITUDE,LGA_NAME,FATALITY,DEG_URBAN_ALL,REGION_NAME_ALL,RMA,STAT_DIV_NAME,Rainfall amount (millimetres),Maximum temperature (Degree C)
T20160012143,Driving accident,2016/06/02,17:10:00,Collision with vehicle,Wednesday,144.96688599,-37.82270914,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,12.8
T20160021526,Driving accident,2016/06/02,10:09:00,Collision with vehicle,Thursday,144.94205468,-37.78937956,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,12.8
T20160012062,Driving accident,2016/06/02,05:50:00,Collision with vehicle,Wednesday,144.95566664,-37.80838152,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,12.8
T20160012078,Driving accident,2016/06/02,08:28:00,Collision with vehicle,Thursday,144.96922773,-37.80911581,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,12.8
T20160012033,Driving accident,2016/06/01,19:47:00,Collision with vehicle,Wednesday,144.95447631,-37.81987258,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,17.0
T20160011977,Driving accident,2016/06/01,06:26:00,Collision with vehicle,Tuesday,144.98372089,-37.83429985,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,17.0
T20160012048,Driving accident,2016/06/01,21:30:00,Collision with a fixed object,Wednesday,144.97486233,-37.79817988,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,17.0
T20160016436,Driving accident,2016/07/28,11:30:00,Collision with vehicle,Wednesday,144.95945055,-37.81309364,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,15.2
T20160016416,Driving accident,2016/07/28,07:35:00,Collision with vehicle,Thursday,144.9160482,-37.78189927,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.2
T20160012184,Driving accident,2016/05/31,15:00:00,Collision with vehicle,Tuesday,144.94906015,-37.79489514,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,17.4
T20160012700,Driving accident,2016/05/31,12:00:00,Struck Pedestrian,Tuesday,144.95661768,-37.80092705,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,17.4
T20160013986,Driving accident,2016/06/09,23:45:00,Fall from or in moving vehicle,Thursday,144.95699344,-37.81277243,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.4,17.5
T20160012697,Driving accident,2016/06/09,11:20:00,Struck Pedestrian,Thursday,144.96148839,-37.80999857,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.4,17.5
T20160017603,Driving accident,2016/08/10,17:00:00,Collision with vehicle,Tuesday,144.91699272,-37.83231581,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,15.3
T20160025656,Driving accident,2016/08/10,21:30:00,Struck Pedestrian,Tuesday,144.96148046,-37.80602618,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,15.3
T20160012470,Driving accident,2016/06/06,16:20:00,Struck Pedestrian,Sunday,144.96002244,-37.77936499,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.4,14.5
T20160024458,Driving accident,2016/06/06,18:00:00,Collision with vehicle,Monday,144.97569789,-37.79306583,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,1.4,14.5
T20160017795,Driving accident,2016/08/14,13:15:00,Collision with vehicle,Sunday,144.91515978,-37.79408916,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.2,18.7
T20160017820,Driving accident,2016/08/14,23:19:00,Struck Pedestrian,Sunday,144.9665101,-37.81551685,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,18.7
T20160017841,Driving accident,2016/08/14,16:00:00,Collision with vehicle,Sunday,144.96733297,-37.81529358,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,18.7
T20160018993,Driving accident,2016/08/14,10:55:00,Collision with vehicle,Sunday,144.91978573,-37.79121914,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.2,18.7
T20160026973,Driving accident,2016/08/14,21:20:00,Collision with vehicle,Sunday,144.95146827,-37.80113998,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,18.7
T20160017805,Driving accident,2016/08/14,14:10:00,Collision with vehicle,Sunday,144.9143258,-37.83242908,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.2,18.7
T20160012582,Driving accident,2016/06/07,15:30:00,Collision with vehicle,Monday,144.96267624,-37.81320642,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,15.3
T20160012716,Driving accident,2016/06/07,15:00:00,Collision with vehicle,Monday,144.91831269,-37.83187689,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,15.3
T20160018028,Driving accident,2016/08/17,09:08:00,Collision with vehicle,Wednesday,144.96436108,-37.79914651,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.4,15.6
T20160018018,Driving accident,2016/08/17,10:15:00,Collision with a fixed object,Wednesday,144.93062441,-37.80204241,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.4,15.6
T20160010849,Driving accident,2016/05/17,19:15:00,Collision with vehicle,Tuesday,144.97122506,-37.82344509,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,17.1
T20160010786,Driving accident,2016/05/17,05:00:00,Collision with vehicle,Monday,144.97488586,-37.79794865,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,17.1
T20160010852,Driving accident,2016/05/17,08:30:00,Collision with vehicle,Tuesday,144.96868307,-37.8204582,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,17.1
T20160018129,Driving accident,2016/08/18,15:45:00,Collision with vehicle,Wednesday,144.97736331,-37.80994415,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,21.6
T20160018132,Driving accident,2016/08/18,20:01:00,Collision with vehicle,Thursday,144.97564487,-37.80951495,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,21.6
T20160014547,Driving accident,2016/07/04,16:47:00,Collision with vehicle,Monday,144.95912065,-37.82678262,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,12.7
T20160014491,Driving accident,2016/07/04,05:36:00,Collision with vehicle,Monday,144.95844761,-37.79254262,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,12.7
T20160014496,Driving accident,2016/07/04,08:19:00,Collision with vehicle,Monday,144.96564994,-37.80483549,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,12.7
T20160018273,Driving accident,2016/08/21,00:15:00,Struck Pedestrian,Sunday,144.96155008,-37.80571726,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.2,14.8
T20160022249,Driving accident,2016/08/21,16:03:00,Collision with vehicle,Sunday,144.95029088,-37.81794933,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,1.2,14.8
T20160018299,Driving accident,2016/08/21,06:53:00,Vehicle overturned (no collision),Sunday,144.91730945,-37.83183246,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,1.2,14.8
T20160014688,Driving accident,2016/07/06,08:30:00,Collision with vehicle,Wednesday,144.94579678,-37.81474997,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,22.6,13.0
T20160014706,Driving accident,2016/07/06,11:40:00,Struck Pedestrian,Wednesday,144.97216567,-37.80943049,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,22.6,13.0
T20160014673,Driving accident,2016/07/06,09:00:00,Collision with vehicle,Tuesday,144.96922012,-37.8091165,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,22.6,13.0
T20160014704,Driving accident,2016/07/06,12:45:00,Collision with vehicle,Wednesday,144.96688925,-37.81005888,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,22.6,13.0
T20160014904,Driving accident,2016/07/06,11:05:00,Collision with vehicle,Wednesday,144.93674352,-37.79994782,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,22.6,13.0
T20160015784,Driving accident,2016/07/06,11:00:00,Struck Pedestrian,Wednesday,144.97111644,-37.81640319,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,22.6,13.0
T20160013165,Driving accident,2016/06/15,13:15:00,Collision with vehicle,Wednesday,144.91601664,-37.78188411,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,17.9
T20160016740,Driving accident,2016/06/15,18:30:00,Collision with vehicle,Tuesday,144.95917539,-37.78691976,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,17.9
T20160016304,Driving accident,2016/06/15,15:00:00,Collision with vehicle,Wednesday,144.94212103,-37.78937392,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,17.9
T20160014716,Driving accident,2016/07/05,20:20:00,Struck Pedestrian,Tuesday,144.96441883,-37.8068263,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.6,12.8
T20160014731,Driving accident,2016/07/05,12:37:00,Struck Pedestrian,Monday,144.95506671,-37.818806,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.6,12.8
T20160015022,Driving accident,2016/07/10,09:15:00,Collision with vehicle,Sunday,144.95982355,-37.82608259,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,14.2
T20160018102,Driving accident,2016/07/24,03:30:00,Collision with a fixed object,Sunday,144.91305623,-37.83366756,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.8,11.4
T20160019120,Driving accident,2016/07/24,00:15:00,Collision with vehicle,Sunday,144.95004091,-37.82240415,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.8,11.4
T20160017069,Driving accident,2016/07/24,12:31:00,Collision with vehicle,Sunday,144.93245946,-37.8188268,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.8,11.4
T20160017847,Driving accident,2016/07/24,00:30:00,Vehicle overturned (no collision),Sunday,144.95332857,-37.81705317,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.8,11.4
T20160015392,Driving accident,2016/07/15,07:51:00,Collision with a fixed object,Friday,144.92071875,-37.80806163,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,14.1
T20160014153,Driving accident,2016/06/28,19:32:00,Collision with vehicle,Tuesday,144.98351149,-37.83795301,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,17.0
T20160018903,Driving accident,2016/08/29,07:32:00,Collision with vehicle,Sunday,144.95760736,-37.79951079,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,20.4
T20160018922,Driving accident,2016/08/29,15:45:00,Collision with vehicle,Monday,144.96200025,-37.79194781,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,20.4
T20160014322,Driving accident,2016/06/26,15:30:00,Collision with vehicle,Sunday,144.95894404,-37.78816284,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,11.1
T20160013962,Driving accident,2016/06/26,05:15:00,Struck Pedestrian,Sunday,144.98298872,-37.82401341,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,11.1
T20160019178,Driving accident,2016/09/01,02:40:00,Collision with vehicle,Thursday,144.98920529,-37.82256473,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,15.5
T20160020008,Driving accident,2016/09/01,08:30:00,Collision with a fixed object,Thursday,144.94729273,-37.82680174,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,15.5
T20160019118,Driving accident,2016/09/01,08:45:00,Fall from or in moving vehicle,Wednesday,144.96019972,-37.81733726,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,15.5
T20160019131,Driving accident,2016/09/01,09:00:00,Vehicle overturned (no collision),Thursday,144.94394037,-37.8005321,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.5
T20160019248,Driving accident,2016/09/01,08:20:00,Collision with vehicle,Thursday,144.97248354,-37.80015845,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,15.5
T20160019168,Driving accident,2016/09/01,14:29:00,Collision with vehicle,Wednesday,144.94316696,-37.82594977,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,15.5
T20160019231,Driving accident,2016/09/01,19:50:00,Collision with vehicle,Thursday,144.93239652,-37.81896821,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,15.5
T20160019584,Driving accident,2016/09/07,16:55:00,Struck Pedestrian,Wednesday,144.95621834,-37.81507561,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,21.0
T20160019542,Driving accident,2016/09/07,10:47:00,Collision with vehicle,Wednesday,144.98884059,-37.82468637,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,21.0
T20160019625,Driving accident,2016/09/08,07:30:00,Struck Pedestrian,Thursday,144.97629284,-37.82338917,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.3
T20160019670,Driving accident,2016/09/08,15:15:00,Collision with vehicle,Thursday,144.94150882,-37.80288764,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.3
T20160019757,Driving accident,2016/09/08,22:58:00,Collision with vehicle,Thursday,144.95656512,-37.82833722,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,23.3
T20160019327,Driving accident,2016/02/29,21:27:00,Collision with vehicle,Sunday,144.96841865,-37.79226206,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,23.7
T20160019846,Driving accident,2016/09/09,19:25:00,Collision with vehicle,Thursday,144.9588623,-37.78988097,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.6,16.7
T20160019746,Driving accident,2016/09/09,12:45:00,Collision with vehicle,Friday,144.95870819,-37.78984886,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.6,16.7
T20160019730,Driving accident,2016/09/09,11:00:00,Struck Pedestrian,Friday,144.965168,-37.81250903,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.6,16.7
T20160021732,Driving accident,2016/09/09,14:15:00,Struck Pedestrian,Friday,144.95863483,-37.82423364,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.6,16.7
T20160015090,Driving accident,2016/06/23,09:15:00,Collision with vehicle,Thursday,144.9571136,-37.81943849,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.6,14.8
T20160013799,Driving accident,2016/06/23,19:30:00,Struck Pedestrian,Thursday,144.95988435,-37.81290624,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.6,14.8
T20160016677,Driving accident,2016/07/30,02:17:00,Struck Pedestrian,Saturday,144.9486414,-37.80550816,MELBOURNE,1.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,2.4,13.8
T20160016649,Driving accident,2016/07/30,20:10:00,Struck Pedestrian,Saturday,144.94745311,-37.79361468,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,2.4,13.8
T20160016615,Driving accident,2016/07/30,10:56:00,Collision with vehicle,Saturday,144.93356948,-37.80927264,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,2.4,13.8
T20160018952,Driving accident,2016/07/30,15:15:00,Collision with vehicle,Saturday,144.95234093,-37.81513667,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,2.4,13.8
T20160020175,Driving accident,2016/09/15,06:20:00,Vehicle overturned (no collision),Thursday,144.95552786,-37.79980302,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,2.0,14.6
T20160020240,Driving accident,2016/09/15,19:00:00,No collision and no object struck,Thursday,144.97532027,-37.79542136,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,2.0,14.6
T20160020142,Driving accident,2016/09/15,01:00:00,Collision with vehicle,Thursday,144.95910563,-37.82677665,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,2.0,14.6
T20160020445,Driving accident,2016/09/15,11:30:00,Collision with vehicle,Thursday,144.96900215,-37.81477042,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.0,14.6
T20160021259,Driving accident,2016/09/15,12:07:00,Collision with vehicle,Thursday,144.96009944,-37.80539862,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.0,14.6
T20160014965,Driving accident,2016/07/09,14:00:00,Collision with vehicle,Saturday,144.96132551,-37.81030954,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,15.2
T20160015019,Driving accident,2016/07/09,17:00:00,Collision with vehicle,Saturday,144.9683443,-37.79227889,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,15.2
T20160020364,Driving accident,2016/09/18,09:30:00,Struck Pedestrian,Sunday,144.94865528,-37.80550461,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.4,12.5
T20160024102,Driving accident,2016/09/18,00:20:00,Collision with a fixed object,Sunday,144.93817213,-37.82332835,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.4,12.5
T20160020454,Driving accident,2016/09/19,17:03:00,Collision with vehicle,Sunday,144.94305261,-37.80544061,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,16.3
T20160020658,Driving accident,2016/09/19,14:00:00,Collision with vehicle,Monday,144.9763681,-37.81196635,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,16.3
T20160020466,Driving accident,2016/09/19,22:13:00,Struck Pedestrian,Monday,144.94327376,-37.79031172,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,16.3
T20160020576,Driving accident,2016/09/21,09:26:00,Collision with vehicle,Wednesday,144.9692112,-37.8091232,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.2,15.2
T20160020683,Driving accident,2016/09/21,16:15:00,Collision with vehicle,Wednesday,144.95463546,-37.80573705,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.2,15.2
T20160020907,Driving accident,2016/09/21,17:29:00,Collision with vehicle,Wednesday,144.94850255,-37.80079149,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.2,15.2
T20160020943,Driving accident,2016/09/21,15:30:00,Collision with vehicle,Wednesday,144.94753352,-37.82638168,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,1.2,15.2
T20160020632,Driving accident,2016/09/21,17:15:00,Collision with vehicle,Tuesday,144.96989241,-37.80106098,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.2,15.2
T20160020718,Driving accident,2016/09/20,07:00:00,Collision with vehicle,Monday,144.95052456,-37.82248481,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,18.8
T20160021233,Driving accident,2016/09/20,08:30:00,Collision with vehicle,Tuesday,144.96794597,-37.81059499,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,18.8
T20160020783,Driving accident,2016/09/24,00:50:00,Collision with vehicle,Friday,144.95619823,-37.8173582,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,20.1
T20160020813,Driving accident,2016/09/24,12:00:00,Collision with vehicle,Saturday,144.96854063,-37.81973405,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,20.1
T20160022160,Driving accident,2016/09/24,22:30:00,Collision with vehicle,Friday,144.91869038,-37.83006913,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,20.1
T20160024706,Driving accident,2016/09/24,16:04:00,Collision with vehicle,Saturday,144.97394467,-37.81328091,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,20.1
T20160015764,Driving accident,2016/07/19,17:30:00,Collision with vehicle,Tuesday,144.97036983,-37.79797105,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,16.0
T20160015783,Driving accident,2016/07/19,22:23:00,Struck Pedestrian,Tuesday,144.95769474,-37.81472749,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,16.0
T20160016228,Driving accident,2016/07/25,09:18:00,Collision with vehicle,Monday,144.93979726,-37.79071877,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,14.3
T20160020924,Driving accident,2016/09/26,12:07:00,Struck Pedestrian,Monday,144.958947,-37.80517049,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.6,16.9
T20160020973,Driving accident,2016/09/26,20:40:00,Collision with a fixed object,Monday,144.95638175,-37.81179159,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.6,16.9
T20160021043,Driving accident,2016/09/26,22:00:00,Struck Pedestrian,Monday,144.95147537,-37.81326201,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.6,16.9
T20160020921,Driving accident,2016/09/26,07:40:00,No collision and no object struck,Monday,144.944693,-37.81211582,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.6,16.9
T20160021173,Driving accident,2016/09/26,10:10:00,Collision with vehicle,Monday,144.94865528,-37.80550461,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.6,16.9
T20160020975,Driving accident,2016/09/26,21:50:00,Collision with vehicle,Sunday,144.95689205,-37.8127277,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.6,16.9
T20160016330,Driving accident,2016/07/26,18:20:00,Collision with vehicle,Monday,144.91607071,-37.7819112,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,4.8,11.0
T20160017219,Driving accident,2016/07/26,18:40:00,Collision with vehicle,Tuesday,144.94765397,-37.8261037,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,4.8,11.0
T20160021055,Driving accident,2016/09/27,20:40:00,Collision with vehicle,Tuesday,144.93998084,-37.78920162,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,12.6,14.8
T20160017645,Driving accident,2016/08/11,09:05:00,Struck Pedestrian,Thursday,144.97046013,-37.79754196,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,8.2,15.7
T20160015862,Driving accident,2016/07/20,17:20:00,Collision with a fixed object,Wednesday,144.96661846,-37.82590993,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.8,16.1
T20160015870,Driving accident,2016/07/20,19:25:00,Struck Pedestrian,Wednesday,144.96842002,-37.792236,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.8,16.1
T20160015825,Driving accident,2016/07/20,12:37:00,Collision with vehicle,Wednesday,144.97262561,-37.79925329,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.8,16.1
T20160015840,Driving accident,2016/07/20,12:05:00,Collision with vehicle,Wednesday,144.93834475,-37.78902851,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,1.8,16.1
