ACCIDENT_NO,ABS_CODE,Date,ACCIDENT_TIME,ACCIDENT_TYPE,DAY_OF_WEEK,LONGITUDE,LATITUDE,LGA_NAME,FATALITY,DEG_URBAN_ALL,REGION_NAME_ALL,RMA,STAT_DIV_NAME,Rainfall amount (millimetres),Maximum temperature (Degree C)
T20140018031,Driving accident,2014/08/30,22:19:00,Collision with vehicle,Saturday,144.97964474,-37.84769355,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,21.1
T20140017968,Driving accident,2014/08/30,01:15:00,Collision with vehicle,Saturday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,21.1
T20140019599,Driving accident,2014/08/30,12:35:00,Collision with vehicle,Friday,144.95755817,-37.79823687,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,21.1
T20150006339,Driving accident,2014/08/30,17:00:00,No collision and no object struck,Saturday,144.95969024,-37.78250215,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,21.1
T20150003927,Driving accident,2014/08/30,20:00:00,No collision and no object struck,Saturday,144.96900576,-37.82070638,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,21.1
T20140018480,Driving accident,2014/09/05,12:20:00,Collision with vehicle,Thursday,144.98926167,-37.82237402,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,15.1
T20140018512,Driving accident,2014/09/05,22:30:00,Collision with vehicle,Friday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,15.1
T20140018251,Driving accident,2014/09/03,08:00:00,Collision with vehicle,Wednesday,-1.0,-37.81036839,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,13.8
T20140018893,Driving accident,2014/09/12,05:20:00,Collision with vehicle,Friday,144.94396787,-37.80031267,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.5
T20140018936,Driving accident,2014/09/12,18:30:00,Collision with vehicle,Friday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,15.5
T20140018962,Driving accident,2014/09/12,21:00:00,Collision with vehicle,Friday,-1.0,-1.0,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,15.5
T20140019066,Driving accident,2014/09/14,12:41:00,Collision with vehicle,Sunday,144.93794625,-37.78891709,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,19.8
T20140019050,Driving accident,2014/09/14,12:05:00,Collision with vehicle,Sunday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,19.8
T20140019071,Driving accident,2014/09/14,14:08:00,Collision with vehicle,Sunday,144.92290799,-37.7891954,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,19.8
T20140019895,Driving accident,2014/09/14,12:15:00,Collision with vehicle,Sunday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,19.8
T20140019060,Driving accident,2014/09/14,11:50:00,Collision with vehicle,Sunday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,19.8
T20140018518,Driving accident,2014/09/06,17:07:00,Collision with vehicle,Saturday,144.92867124,-37.82680162,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,18.1
T20140019269,Driving accident,2014/09/17,13:35:00,Collision with vehicle,Wednesday,-1.0,-1.0,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,3.4,15.9
T20140019270,Driving accident,2014/09/17,07:47:00,Collision with vehicle,Tuesday,144.9835709,-37.81065634,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,3.4,15.9
T20140019286,Driving accident,2014/09/17,16:00:00,Collision with vehicle,Wednesday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,3.4,15.9
T20140018982,Driving accident,2014/09/13,02:30:00,Collision with vehicle,Saturday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,17.2
T20140019003,Driving accident,2014/09/13,11:31:00,Collision with vehicle,Saturday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,17.2
T20140019361,Driving accident,2014/09/18,15:45:00,Collision with vehicle,Thursday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.6,13.5
T20140019318,Driving accident,2014/09/18,09:12:00,Collision with vehicle,Wednesday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.6,13.5
T20140019775,Driving accident,2014/09/18,23:00:00,Collision with vehicle,Thursday,144.95251813,-37.8155629,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.6,13.5
T20140019426,Driving accident,2014/09/19,12:55:00,Collision with vehicle,Friday,144.96022506,-37.81733576,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.4,14.7
T20140019572,Driving accident,2014/09/21,11:45:00,Collision with vehicle,Sunday,-1.0,-1.0,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,16.4
T20140019619,Driving accident,2014/09/22,11:02:00,Struck Pedestrian,Monday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,23.3
T20140019623,Driving accident,2014/09/22,13:30:00,Collision with vehicle,Sunday,144.95615078,-37.80493459,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,23.3
T20140019687,Driving accident,2014/09/23,12:39:00,Collision with a fixed object,Tuesday,144.99063077,-37.81354699,MELBOURNE,1.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,25.7
T20140018777,Driving accident,2014/09/10,09:25:00,Struck Pedestrian,Wednesday,-1.0,-37.78869547,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.6,19.3
T20140020113,Driving accident,2014/09/10,22:48:00,Collision with vehicle,Wednesday,-1.0,-1.0,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.6,19.3
T20140026240,Driving accident,2014/09/10,08:40:00,Collision with vehicle,Wednesday,144.96036509,-37.80818158,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.6,19.3
T20140021658,Driving accident,2014/09/10,07:50:00,Vehicle overturned (no collision),Wednesday,-1.0,-1.0,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.6,19.3
T20140018599,Driving accident,2014/09/07,18:55:00,Collision with vehicle,Sunday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,20.8
T20140019836,Driving accident,2014/09/25,12:40:00,Collision with vehicle,Wednesday,144.98775059,-37.82867153,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,11.6,15.4
T20140020162,Driving accident,2014/09/30,09:00:00,Collision with vehicle,Tuesday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,24.0
T20140019757,Driving accident,2014/09/24,15:43:00,Collision with vehicle,Wednesday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.8
T20140021049,Driving accident,2014/09/24,17:00:00,Struck Pedestrian,Wednesday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.8
T20140021175,Driving accident,2014/09/24,10:41:00,Collision with vehicle,Wednesday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,23.8
T20140019423,Driving accident,2014/09/16,12:15:00,Struck Pedestrian,Tuesday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,14.8
T20140020027,Driving accident,2014/09/27,21:00:00,Struck Pedestrian,Saturday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,23.2
T20140019982,Driving accident,2014/09/27,11:45:00,Collision with vehicle,Saturday,144.96630662,-37.80886877,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.2
T20140020231,Driving accident,2014/09/29,16:48:00,Collision with vehicle,Monday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,23.3
T20140020726,Driving accident,2014/09/29,16:30:00,No collision and no object struck,Monday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.3
T20140025928,Driving accident,2014/09/29,14:45:00,Collision with vehicle,Monday,144.95661844,-37.81823443,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,23.3
T20140020240,Driving accident,2014/10/01,08:20:00,Collision with vehicle,Wednesday,144.95496596,-37.79968068,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,2.6,15.2
T20140020228,Driving accident,2014/10/01,07:25:00,Collision with vehicle,Wednesday,-1.0,-1.0,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.6,15.2
T20140019516,Driving accident,2014/09/20,12:30:00,Collision with vehicle,Saturday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.1
T20140019520,Driving accident,2014/09/20,19:39:00,Struck Pedestrian,Saturday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,15.1
T20140019536,Driving accident,2014/09/20,20:06:00,Collision with vehicle,Saturday,-1.0,-37.80533082,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,15.1
T20140019473,Driving accident,2014/09/20,01:12:00,Struck Pedestrian,Saturday,144.96837467,-37.79221334,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.1
T20140020763,Driving accident,2014/10/08,10:43:00,Collision with vehicle,Wednesday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.0,18.6
T20140020764,Driving accident,2014/10/08,08:00:00,Collision with vehicle,Wednesday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.0,18.6
T20140020304,Driving accident,2014/10/02,02:30:00,Collision with a fixed object,Thursday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,17.1
T20140020349,Driving accident,2014/10/02,15:00:00,Collision with vehicle,Thursday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,17.1
T20140021496,Driving accident,2014/10/18,11:20:00,Collision with vehicle,Saturday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,24.6
T20140021532,Driving accident,2014/10/18,21:39:00,No collision and no object struck,Saturday,-1.0,-1.0,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,24.6
T20140020717,Driving accident,2014/10/07,15:10:00,Collision with vehicle,Tuesday,144.9712433,-37.80956806,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.0,17.2
T20140021607,Driving accident,2014/10/07,07:15:00,Collision with vehicle,Tuesday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.0,17.2
T20140020879,Driving accident,2014/10/09,17:05:00,Collision with vehicle,Thursday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,21.9
T20140020663,Driving accident,2014/10/03,13:00:00,Collision with vehicle,Friday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.6,19.6
T20140022403,Driving accident,2014/10/03,12:30:00,Collision with vehicle,Friday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.6,19.6
T20140021196,Driving accident,2014/10/14,09:57:00,Other accident,Tuesday,144.94343279,-37.8027172,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,6.0,15.6
T20140021590,Driving accident,2014/10/14,12:00:00,Collision with vehicle,Tuesday,144.95743719,-37.8274972,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,6.0,15.6
T20140020062,Driving accident,2014/09/28,15:25:00,Collision with vehicle,Sunday,144.93252479,-37.81880242,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,28.0
T20140021389,Driving accident,2014/10/16,23:05:00,Struck Pedestrian,Thursday,-1.0,-1.0,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.6
T20140021342,Driving accident,2014/10/16,11:30:00,Collision with vehicle,Thursday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.6
T20140020650,Driving accident,2014/10/06,22:29:00,Struck Pedestrian,Monday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,25.4
T20140020600,Driving accident,2014/10/06,10:36:00,Struck Pedestrian,Monday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,25.4
T20140022876,Driving accident,2014/10/06,08:20:00,Collision with vehicle,Monday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,25.4
T20140022045,Driving accident,2014/10/25,03:10:00,Struck Pedestrian,Saturday,144.95754584,-37.82803958,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,18.2
T20140022089,Driving accident,2014/10/25,10:37:00,Collision with a fixed object,Saturday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,18.2
T20140022122,Driving accident,2014/10/25,02:31:00,Collision with a fixed object,Saturday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,18.2
T20140022116,Driving accident,2014/10/25,17:45:00,Collision with vehicle,Saturday,-1.0,-37.82555504,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,18.2
T20140022123,Driving accident,2014/10/25,15:58:00,Collision with vehicle,Saturday,144.97129448,-37.82867438,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,18.2
T20160008688,Driving accident,2014/10/25,19:00:00,No collision and no object struck,Friday,144.96250817,-37.81885325,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,18.2
T20140022109,Driving accident,2014/10/25,19:18:00,Collision with vehicle,Friday,144.97054653,-37.79747344,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,18.2
T20140021634,Driving accident,2014/10/20,09:00:00,Collision with vehicle,Monday,144.97110001,-37.82635003,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,20.7
T20140021692,Driving accident,2014/10/20,19:00:00,Struck Pedestrian,Monday,-1.0,-1.0,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,20.7
T20140021648,Driving accident,2014/10/20,11:00:00,Collision with vehicle,Monday,-1.0,-1.0,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,20.7
T20140021641,Driving accident,2014/10/20,08:30:00,Collision with vehicle,Monday,-1.0,-1.0,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,20.7
T20140021598,Driving accident,2014/10/19,17:00:00,Collision with vehicle,Sunday,144.94891869,-37.81051153,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,29.2
T20140022356,Driving accident,2014/10/28,16:00:00,Collision with vehicle,Tuesday,144.9392004,-37.79368968,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,3.6,19.5
T20140022611,Driving accident,2014/10/28,19:00:00,Collision with vehicle,Tuesday,144.97482601,-37.79805473,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,3.6,19.5
T20140022366,Driving accident,2014/10/28,19:39:00,Collision with vehicle,Tuesday,-1.0,-1.0,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,3.6,19.5
T20140021284,Driving accident,2014/10/15,17:17:00,Collision with vehicle,Wednesday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.2,15.4
T20140025503,Driving accident,2014/10/15,16:00:00,Collision with vehicle,Tuesday,144.96741976,-37.81132345,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,15.4
T20140021065,Driving accident,2014/10/12,13:30:00,Collision with vehicle,Sunday,144.9613469,-37.80658141,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,26.9
T20140022021,Driving accident,2014/10/24,18:21:00,Collision with vehicle,Thursday,144.95938257,-37.78483619,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,30.3
T20140021982,Driving accident,2014/10/24,13:00:00,Struck Pedestrian,Thursday,144.96011751,-37.80946285,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,30.3
T20140022016,Driving accident,2014/10/24,15:55:00,Collision with vehicle,Thursday,144.98633237,-37.80966746,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,30.3
T20140022013,Driving accident,2014/10/24,16:56:00,Collision with vehicle,Friday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,30.3
T20140022018,Driving accident,2014/10/24,15:55:00,Collision with vehicle,Friday,-1.0,-1.0,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,30.3
T20140022911,Driving accident,2014/10/24,17:30:00,Collision with vehicle,Friday,144.96286371,-37.78102235,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,30.3
T20150001784,Driving accident,2014/10/24,18:20:00,Struck Pedestrian,Friday,144.97961471,-37.84757435,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,30.3
T20140021154,Driving accident,2014/10/13,11:40:00,Struck Pedestrian,Sunday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,4.4,14.6
T20140021605,Driving accident,2014/10/13,18:30:00,Vehicle overturned (no collision),Monday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,4.4,14.6
T20140021149,Driving accident,2014/10/13,18:30:00,Collision with vehicle,Monday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,4.4,14.6
T20140022191,Driving accident,2014/10/26,22:45:00,Struck Pedestrian,Sunday,-1.0,-1.0,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,24.7
T20140022185,Driving accident,2014/10/26,18:30:00,Collision with vehicle,Sunday,144.96084641,-37.82323136,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,24.7
T20140022167,Driving accident,2014/10/26,12:30:00,Collision with vehicle,Sunday,144.95767679,-37.79890621,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,24.7
T20140022168,Driving accident,2014/10/26,04:20:00,Collision with vehicle,Sunday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,24.7
T20140022243,Driving accident,2014/10/27,14:00:00,Struck Pedestrian,Sunday,144.96139736,-37.81034098,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,22.4,19.4
T20140023014,Driving accident,2014/11/06,18:30:00,Collision with vehicle,Thursday,144.93337316,-37.78842593,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,22.5
T20140023018,Driving accident,2014/11/06,18:46:00,Struck Pedestrian,Wednesday,144.94489783,-37.80617578,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,22.5
T20140023170,Driving accident,2014/11/06,19:30:00,Collision with vehicle,Thursday,144.9600078,-37.82578168,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,22.5
T20140024587,Driving accident,2014/11/06,09:30:00,Collision with vehicle,Thursday,144.96497303,-37.81208944,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,22.5
T20140022961,Driving accident,2014/11/06,06:17:00,Collision with vehicle,Thursday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,22.5
T20140023051,Driving accident,2014/10/29,18:20:00,No collision and no object struck,Wednesday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.4,21.8
T20140022411,Driving accident,2014/10/29,08:26:00,Collision with vehicle,Wednesday,-1.0,-1.0,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.4,21.8
T20140022801,Driving accident,2014/10/29,21:30:00,Collision with vehicle,Tuesday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.4,21.8
T20140022455,Driving accident,2014/10/29,18:10:00,Collision with vehicle,Tuesday,144.90817987,-37.8063532,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.4,21.8
T20140022409,Driving accident,2014/10/29,10:23:00,Collision with vehicle,Tuesday,144.96227104,-37.81227657,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.4,21.8
T20140022520,Driving accident,2014/10/30,16:45:00,Struck Pedestrian,Thursday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,21.3
T20140025463,Driving accident,2014/10/30,10:30:00,Other accident,Thursday,144.96461842,-37.79684013,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,21.3
T20140022606,Driving accident,2014/10/31,16:08:00,Collision with vehicle,Friday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,32.3
T20140022577,Driving accident,2014/10/31,12:50:00,Collision with vehicle,Friday,-1.0,-1.0,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,32.3
T20140022594,Driving accident,2014/10/31,13:52:00,Collision with vehicle,Friday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,32.3
T20140022645,Driving accident,2014/10/31,22:30:00,Collision with vehicle,Friday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,32.3
T20140022581,Driving accident,2014/10/31,09:00:00,Struck Pedestrian,Friday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,32.3
T20140021737,Driving accident,2014/10/21,08:50:00,Collision with vehicle,Tuesday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,28.2
T20140021717,Driving accident,2014/10/21,08:40:00,No collision and no object struck,Tuesday,-1.0,-1.0,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,28.2
T20140022740,Driving accident,2014/11/02,18:00:00,Collision with vehicle,Sunday,-1.0,-1.0,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,15.4
