,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,STAT_DIV_NAME
10169,10170,T20150006190,Driving accident,Private Property,2015/03/08,13:00:00,No,Fall from or in moving vehicle,Sunday,FELL IN/FROM VEHICLE,No,Day,No,Unknown,Other injury accident,Camping grounds or off road,No,144.72123076,-37.56879546,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,SMALL_CITIES,SMALL_CITIES,HUME,METROPOLITAN NORTH WEST REGION,Metro
10174,10175,T20150006169,Driving accident,Finished,2015/03/23,14:51:00,No,Vehicle overturned (no collision),Monday,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,Not at intersection,Serious injury accident,110 km/hr,Yes,144.68186572,-37.57911328,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
10183,10184,T20150006297,Driving accident,Finished,2015/02/18,14:19:00,No,Collision with vehicle,Wednesday,U TURN INTO FIXED OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,144.94170174,-37.59187958,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10241,10242,T20150005877,Driving accident,Finished,2015/03/19,22:35:00,Yes,Collision with vehicle,Thursday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Other injury accident,50 km/hr,No,144.94333914,-37.65323958,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10255,10256,T20150005020,Driving accident,Finished,2015/03/09,06:06:00,No,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,80 km/hr,Yes,144.88545284,-37.67090061,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,1.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10259,10260,T20150008181,Driving accident,Finished,2015/04/18,10:10:00,No,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.91072361,-37.59012599,HUME,METROPOLITAN NORTH WEST REGION,5.0,0.0,0.0,2.0,3.0,1.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10365,10366,T20150006685,Driving accident,Finished,2015/03/29,12:40:00,No,No collision and no object struck,Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Yes,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,144.91660837,-37.68733487,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10372,10373,T20150006094,Driving accident,Finished,2015/03/22,14:45:00,No,Collision with vehicle,Sunday,RIGHT TURN SIDESWIPE,No,Day,Yes,Not at intersection,Serious injury accident,50 km/hr,No,144.92192249,-37.68349273,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10388,10389,T20150008534,Driving accident,Finished,2015/04/07,17:10:00,No,Collision with a fixed object,Tuesday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,No,Not at intersection,Other injury accident,60 km/hr,Yes,144.77676068,-37.62508593,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
10433,10434,T20150006743,Driving accident,Finished,2015/03/30,13:50:00,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,144.94997232,-37.63456204,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10499,10500,T20150008706,Driving accident,Finished,2015/04/23,14:15:00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.93028063,-37.59775954,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10530,10531,T20150008798,Driving accident,Finished,2015/04/24,18:15:00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,No,Not at intersection,Serious injury accident,70 km/hr,No,144.88213,-37.68990518,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10540,10541,T20150006883,Driving accident,Finished,2015/04/01,10:30:00,No,Struck Pedestrian,Wednesday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,No,Day,Yes,Not at intersection,Serious injury accident,Camping grounds or off road,No,144.93296697,-37.68999603,HUME,METROPOLITAN NORTH WEST REGION,4.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10565,10566,T20150008973,Driving accident,Finished,2015/04/21,13:50:00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,80 km/hr,No,144.95491356,-37.66724104,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10616,10617,T20150006976,Driving accident,Finished,2015/01/01,04:30:00,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,70 km/hr,Yes,144.86246972,-37.63257207,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
10626,10627,T20150007270,Driving accident,Finished,2015/04/07,05:05:00,Yes,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,144.85186575,-37.58664092,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
10684,10685,T20150006885,Driving accident,Finished,2015/03/22,06:30:00,Yes,Collision with a fixed object,Sunday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Dusk/Dawn,No,Private property,Other injury accident,Camping grounds or off road,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,0.0,1.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10730,10731,T20150005928,Driving accident,Finished,2015/03/20,11:18:00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.93312443,-37.66503781,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10892,10893,T20150007371,Driving accident,Finished,2015/04/08,08:20:00,No,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,144.84572964,-37.58581052,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
10922,10923,T20150005603,Driving accident,Finished,2015/03/16,16:20:00,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,144.92191529,-37.65329611,HUME,METROPOLITAN NORTH WEST REGION,6.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10940,10941,T20150007472,Driving accident,Finished,2015/04/09,13:00:00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,144.88482357,-37.66420253,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10970,10971,T20150005614,Driving accident,Finished,2015/03/16,02:26:00,Yes,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Unk.,No,Multiple intersection,Other injury accident,60 km/hr,No,144.88199379,-37.69109792,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
10989,10990,T20150006312,Driving accident,Finished,2015/03/25,08:11:00,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.92389042,-37.63769829,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11049,11050,T20150005826,Driving accident,Finished,2015/03/18,13:30:00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,60 km/hr,No,144.92682616,-37.68613319,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11111,11112,T20150007645,Driving accident,Finished,2015/04/12,02:20:00,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,144.84037432,-37.60684112,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
11139,11140,T20150008213,Driving accident,Finished,2015/04/18,19:49:00,Yes,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,T intersection,Other injury accident,60 km/hr,No,144.93027308,-37.59783105,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11179,11180,T20150009889,Driving accident,Private Property,2015/04/01,00:30:00,Yes,Struck Pedestrian,Tuesday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,Yes,Dark Street lights unknown,Yes,Not at intersection,Other injury accident,Camping grounds or off road,No,144.92030289,-37.61156518,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11217,11218,T20150006195,Driving accident,Finished,2015/03/23,21:50:00,Yes,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,144.92374072,-37.63750747,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,No,1.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11218,11219,T20150006213,Driving accident,Finished,2015/03/24,08:30:00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,50 km/hr,No,144.91567599,-37.68284299,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11228,11229,T20150006719,Driving accident,Finished,2015/03/30,06:33:00,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Fatal accident,60 km/hr,No,144.94699103,-37.66646094,HUME,METROPOLITAN NORTH WEST REGION,3.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11237,11238,T20150007839,Driving accident,Finished,2015/04/03,11:10:00,No,No collision and no object struck,Friday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,No,T intersection,Serious injury accident,50 km/hr,No,144.9158498,-37.64846063,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11265,11266,T20150008672,Driving accident,Finished,2015/04/24,16:52:00,Yes,Collision with vehicle,Friday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.94897573,-37.666589,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11267,11268,T20150006234,Driving accident,Finished,2015/03/24,09:45:00,No,Collision with vehicle,Tuesday,ACCIDENT OR BROKEN DOWN,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,144.91705913,-37.69465346,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11281,11282,T20150007905,Driving accident,Finished,2015/04/15,13:35:00,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.73380615,-37.57921928,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,SMALL_CITIES,SMALL_CITIES,HUME,METROPOLITAN NORTH WEST REGION,Metro
11286,11287,T20150008410,Driving accident,Finished,2015/04/21,11:30:00,No,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Serious injury accident,80 km/hr,No,144.92206558,-37.66357449,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11298,11299,T20150010128,Driving accident,Finished,2015/04/23,18:12:00,Yes,Collision with vehicle,Thursday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,50 km/hr,Yes,144.92648792,-37.64161409,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11324,11325,T20150008602,Driving accident,Finished,2015/04/24,01:10:00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),Yes,Dark Street lights on,Yes,Cross intersection,Other injury accident,40 km/hr,No,144.94783232,-37.62197675,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11399,11400,T20150008964,Driving accident,Finished,2015/04/28,15:30:00,No,Collision with vehicle,Tuesday,RIGHT TURN SIDESWIPE,No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,144.72523132,-37.59464607,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,SMALL_CITIES,SMALL_CITIES,HUME,METROPOLITAN NORTH WEST REGION,Metro
11401,11402,T20150008980,Driving accident,Finished,2015/04/28,20:21:00,Yes,Struck Pedestrian,Monday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Dark Street lights on,Yes,Private property,Other injury accident,Camping grounds or off road,No,144.85199409,-37.67029899,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11409,11410,T20150006422,Driving accident,Finished,2015/03/26,07:30:00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,T intersection,Other injury accident,70 km/hr,No,144.90916303,-37.63812443,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,2.0,1.0,0.0,0.0,0.0,MELB_URBAN,"MELB_URBAN,RURAL_VICTORIA",HUME,METROPOLITAN NORTH WEST REGION,Metro
11447,11448,T20150008349,Driving accident,Finished,2015/04/20,07:45:00,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,T intersection,Serious injury accident,70 km/hr,No,144.9201533,-37.63952187,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11464,11465,T20150008232,Driving accident,Finished,2015/04/19,06:55:00,Yes,Struck Pedestrian,Sunday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,40 km/hr,No,144.84889691,-37.67052756,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11488,11489,T20150009040,Driving accident,Finished,2015/04/29,16:30:00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.93266491,-37.66763029,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
11491,11492,T20150008367,Driving accident,Finished,2015/04/20,21:15:00,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,144.93241968,-37.68992408,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
