,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,STAT_DIV_NAME
36677,36678,T20170005925,Driving accident,Finished,2017/03/24,09:10:00,No,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Multiple intersection,Serious injury accident,80 km/hr,No,145.24771263,-38.03675209,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36680,36681,T20170005958,Driving accident,Finished,2017/03/24,15:47:00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,145.35752577,-38.05864853,CASEY,METROPOLITAN SOUTH EAST REGION,5.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36694,36695,T20160024934,Driving accident,Finished,2016/11/19,06:45:00,Yes,Collision with vehicle,Saturday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),Not known,Dusk/Dawn,No,Not at intersection,Other injury accident,60 km/hr,No,145.23734455,-37.97265673,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,0.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36720,36721,T20160016533,Driving accident,Finished,2016/07/29,13:10:00,No,Collision with a fixed object,Friday,OTHER ACCIDENTS NOT CLASSIFIABLE ELSEWHERE,No,Day,Yes,Not at intersection,Other injury accident,Camping grounds or off road,No,145.28022526,-38.04132609,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36723,36724,T20170001957,Driving accident,Finished,2017/01/31,19:55:00,Yes,Collision with a fixed object,Tuesday,OUT OF CONTROL (OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,145.37455695,-38.02717683,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36732,36733,T20170006042,Driving accident,Finished,2017/03/25,19:30:00,Yes,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,50 km/hr,Yes,145.3514528,-38.001485,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36745,36746,T20170001197,Driving accident,Finished,2017/01/19,04:35:00,Yes,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,50 km/hr,Yes,145.30882915,-38.02369732,CASEY,METROPOLITAN SOUTH EAST REGION,6.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36749,36750,T20160016561,Driving accident,Finished,2016/07/29,17:44:00,Yes,Collision with vehicle,Friday,RIGHT THROUGH,No,Dark Street lights on,Yes,T intersection,Other injury accident,60 km/hr,No,145.32553077,-38.10338529,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36776,36777,T20160025215,Driving accident,Finished,2016/11/15,17:00:00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,80 km/hr,No,145.25237043,-38.04279099,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36793,36794,T20170001260,Driving accident,Finished,2017/01/20,20:00:00,Yes,Vehicle overturned (no collision),Thursday,OFF CARRIAGEWAY TO LEFT,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,145.34317806,-37.9828648,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36830,36831,T20170002054,Driving accident,Finished,2017/02/02,09:50:00,No,Collision with vehicle,Thursday,LEFT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,70 km/hr,No,145.33070898,-38.0588875,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36841,36842,T20170006970,Driving accident,Finished,2017/04/07,08:25:00,No,Collision with a fixed object,Friday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,145.25391006,-37.99313812,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36843,36844,T20170006978,Driving accident,Finished,2017/04/07,12:05:00,No,Collision with a fixed object,Friday,OFF END OF ROAD/T-INTERSECTION.,No,Day,Yes,T intersection,Serious injury accident,50 km/hr,No,145.28107418,-38.11089484,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36862,36863,T20170000168,Driving accident,Finished,2017/01/04,12:05:00,No,No collision and no object struck,Wednesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,145.26590339,-38.00229452,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36890,36891,T20170007057,Driving accident,Finished,2017/04/08,07:30:00,Yes,Collision with vehicle,Saturday,LEFT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,145.29514711,-38.01793068,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36925,36926,T20170007132,Driving accident,Finished,2017/04/09,06:40:00,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,145.31631208,-37.97132776,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
36993,36994,T20170000461,Driving accident,Finished,2017/01/09,16:35:00,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,145.31002729,-38.01865605,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,1.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37017,37018,T20170002516,Driving accident,Finished,2017/02/08,17:23:00,No,Collision with vehicle,Wednesday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,145.31671745,-38.03680834,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37032,37033,T20160017041,Driving accident,Finished,2016/06/29,08:35:00,No,Collision with vehicle,Wednesday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,145.2883393,-37.99634649,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37047,37048,T20170000557,Driving accident,Finished,2017/01/10,16:00:00,No,Collision with vehicle,Tuesday,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,No,Day,No,Not at intersection,Other injury accident,100 km/hr,No,145.31621674,-38.02375679,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37091,37092,T20170001789,Driving accident,Finished,2017/01/29,09:35:00,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,145.30658358,-38.02618763,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37116,37117,T20170006683,Driving accident,Finished,2017/04/01,07:58:00,No,Vehicle overturned (no collision),Friday,OFF CARRIAGEWAY ON LEFT BEND,No,Day,Yes,Not at intersection,Serious injury accident,70 km/hr,Yes,145.29851416,-37.98712884,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,0.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37131,37132,T20170001829,Driving accident,Finished,2017/01/21,14:30:00,Yes,Vehicle overturned (no collision),Saturday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,145.2580428,-38.07664794,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37155,37156,T20170002734,Driving accident,Finished,2017/02/11,10:25:00,No,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,145.32607861,-38.02628914,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37181,37182,T20160017270,Driving accident,Finished,2016/08/07,03:53:00,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Multiple intersection,Serious injury accident,70 km/hr,No,145.29309803,-38.0015319,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37203,37204,T20160026121,Driving accident,Finished,2016/12/03,20:50:00,Yes,Collision with vehicle,Saturday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,80 km/hr,No,145.28052025,-38.08276493,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37216,37217,T20160017397,Driving accident,Finished,2015/06/04,15:50:00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,80 km/hr,No,145.27602519,-38.08213897,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37261,37262,T20170007758,Driving accident,Finished,2017/04/18,14:04:00,No,Collision with vehicle,Tuesday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Not at intersection,Serious injury accident,50 km/hr,No,145.31945284,-38.08116327,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37280,37281,T20170000992,Driving accident,Finished,2017/01/17,12:00:00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,145.29854266,-38.06811553,CASEY,METROPOLITAN SOUTH EAST REGION,5.0,0.0,3.0,2.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37320,37321,T20170001987,Driving accident,Finished,2017/01/24,19:40:00,Yes,Collision with vehicle,Monday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,145.23726581,-37.97156036,CASEY,METROPOLITAN SOUTH EAST REGION,5.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,1.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37420,37421,T20160017682,Driving accident,Finished,2016/08/12,22:57:00,Yes,collision with some other object,Friday,LOAD OR MISSILE STRUCK VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50 km/hr,No,145.27461038,-38.07104345,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37439,37440,T20170007591,Driving accident,Finished,2017/04/15,17:45:00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Dusk/Dawn,Yes,T intersection,Serious injury accident,70 km/hr,No,145.30761477,-38.11636808,CASEY,METROPOLITAN SOUTH EAST REGION,6.0,0.0,2.0,3.0,1.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37450,37451,T20170002354,Driving accident,Finished,2017/02/06,14:38:00,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),Yes,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,145.33843696,-38.05993426,CASEY,METROPOLITAN SOUTH EAST REGION,5.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,4.0,0.0,4.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37478,37479,T20160017751,Driving accident,Finished,2016/08/11,05:40:00,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50 km/hr,Yes,145.2585383,-38.0778437,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37498,37499,T20170008169,Driving accident,Finished,2017/04/24,15:30:00,No,Collision with vehicle,Monday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,145.27238969,-38.00586537,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37509,37510,T20170007647,Driving accident,Finished,2017/04/16,16:25:00,No,Collision with vehicle,Sunday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,145.31872282,-38.16081822,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,1.0,1.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37565,37566,T20160017993,Driving accident,Finished,2016/08/17,07:00:00,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Not known,T intersection,Serious injury accident,80 km/hr,No,145.32031672,-38.16259883,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,1.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37583,37584,T20170003395,Driving accident,Finished,2017/02/20,08:35:00,No,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,70 km/hr,No,145.2664282,-37.95863549,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37621,37622,T20170003455,Driving accident,Finished,2017/02/20,13:50:00,No,Collision with vehicle,Sunday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,145.27854284,-38.08716808,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,1.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37622,37623,T20170003459,Driving accident,Finished,2017/02/21,07:05:00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,145.26879404,-38.02830317,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37634,37635,T20170002709,Driving accident,Finished,2017/02/07,13:30:00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,T intersection,Other injury accident,80 km/hr,No,145.25357714,-38.11011778,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37665,37666,T20160026933,Driving accident,Finished,2016/12/04,10:30:00,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,100 km/hr,No,145.23709903,-37.97080513,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37670,37671,T20170008434,Driving accident,Finished,2017/04/28,07:30:00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,60 km/hr,No,145.29233181,-38.10046578,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37680,37681,T20170007851,Driving accident,Finished,2017/04/19,14:50:00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,145.26538278,-38.00523062,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
37681,37682,T20170007859,Driving accident,Finished,2017/04/19,20:32:00,Yes,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,100 km/hr,No,145.2481256,-38.02148087,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,4.0,0.0,2.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
