,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,STAT_DIV_NAME
6458,6459,T20140025993,Driving accident,Finished,2014/12/15,16:55:00,No,Collision with vehicle,Monday,OTHER ON PATH,No,Day,Yes,Private property,Serious injury accident,Camping grounds or off road,No,145.28266067,-38.10588715,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6477,6478,T20140025223,Driving accident,Finished,2014/12/05,15:50:00,No,Struck Pedestrian,Friday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Day,No,Private property,Other injury accident,Camping grounds or off road,No,145.26606995,-38.1029145,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6508,6509,T20140026473,Driving accident,Finished,2014/12/21,10:25:00,No,Collision with vehicle,Sunday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,No,Not at intersection,Other injury accident,80 km/hr,No,145.30636279,-38.02611748,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6547,6548,T20140026630,Driving accident,Unfinished,2014/12/13,15:30:00,No,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Unknown,Other injury accident,70 km/hr,No,145.35053041,-38.06157432,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6558,6559,T20140026505,Driving accident,Finished,2014/12/18,08:00:00,No,Collision with vehicle,Thursday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,No,Cross intersection,Serious injury accident,Not known,No,145.33534429,-38.07449643,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6711,6712,T20140026949,Driving accident,Finished,2014/12/28,16:00:00,Yes,Collision with vehicle,Sunday,LEFT REAR,Yes,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,145.29070812,-38.00583856,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6723,6724,T20150001383,Driving accident,Finished,2015/01/20,14:32:00,No,Collision with vehicle,Tuesday,RIGHT REAR.,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,145.27717186,-38.10490234,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6768,6769,T20140027095,Driving accident,Finished,2014/12/31,04:00:00,Yes,Collision with vehicle,Wednesday,OTHER ACCIDENTS NOT CLASSIFIABLE ELSEWHERE,Yes,Dark Street lights on,No,Not at intersection,Other injury accident,60 km/hr,No,145.26874782,-38.02874136,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6793,6794,T20140027021,Driving accident,Finished,2014/12/29,18:55:00,Yes,Collision with vehicle,Monday,LEFT REAR,No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,145.27343509,-38.00597673,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6855,6856,T20140027083,Driving accident,Finished,2014/12/30,14:49:00,No,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,145.38196799,-38.21410872,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,3.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6863,6864,T20140025836,Driving accident,Finished,2014/12/13,15:00:00,Yes,Collision with vehicle,Saturday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,145.32610581,-38.08360234,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6871,6872,T20140026479,Driving accident,Unfinished,2014/12/21,12:55:00,No,Collision with vehicle,Sunday,CUTTING IN (OVERTAKING),Yes,Day,Yes,Unknown,Other injury accident,100 km/hr,No,145.30854984,-37.99614256,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6883,6884,T20140026785,Driving accident,Finished,2014/12/26,03:45:00,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50 km/hr,Yes,145.25810106,-38.05703868,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6890,6891,T20150001788,Driving accident,Finished,2015/01/17,21:20:00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),Yes,Dark Street lights on,No,Not at intersection,Other injury accident,Not known,No,145.27090265,-38.08398205,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,No,0.0,2.0,0.0,0.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6902,6903,T20150000150,Driving accident,Finished,2015/01/02,15:20:00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,80 km/hr,No,145.30520251,-38.0253034,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6913,6914,T20140025888,Driving accident,Finished,2014/12/13,21:45:00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Dark Street lights on,Yes,T intersection,Serious injury accident,60 km/hr,No,145.29779151,-38.07179269,CASEY,METROPOLITAN SOUTH EAST REGION,9.0,0.0,2.0,0.0,7.0,4.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6914,6915,T20140025913,Driving accident,Finished,2014/12/14,16:15:00,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,145.24977863,-38.01468182,CASEY,METROPOLITAN SOUTH EAST REGION,5.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
6961,6962,T20150001964,Driving accident,Finished,2015/01/28,19:00:00,Yes,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,T intersection,Other injury accident,80 km/hr,No,145.25387031,-38.10215675,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7016,7017,T20150000113,Driving accident,Finished,2015/01/02,17:00:00,Yes,Collision with vehicle,Friday,RIGHT FAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,145.24457671,-38.07600575,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7037,7038,T20140027107,Driving accident,Finished,2014/12/19,12:00:00,No,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,No,Not at intersection,Serious injury accident,Not known,Yes,145.27124737,-38.11098804,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7062,7063,T20140026138,Driving accident,Finished,2014/12/17,10:30:00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Multiple intersection,Other injury accident,80 km/hr,No,145.30860968,-38.01821248,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7073,7074,T20150000400,Driving accident,Finished,2015/01/07,13:25:00,No,Collision with a fixed object,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,70 km/hr,Yes,145.29156092,-38.04191295,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7075,7076,T20150000409,Driving accident,Finished,2015/01/07,08:30:00,No,Collision with vehicle,Tuesday,LEFT REAR,No,Unk.,No,Cross intersection,Other injury accident,80 km/hr,No,145.23954981,-38.07770498,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7159,7160,T20150000287,Driving accident,Finished,2015/01/06,08:30:00,No,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,145.2649358,-38.04767273,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,1.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7187,7188,T20150002488,Driving accident,Finished,2015/02/05,07:15:00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,100 km/hr,No,145.29952391,-38.00663299,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7203,7204,T20150000176,Driving accident,Finished,2015/01/04,00:27:00,Yes,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,80 km/hr,Yes,145.27642099,-38.08219119,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7220,7221,T20150000353,Driving accident,Finished,2015/01/06,17:10:00,No,Collision with a fixed object,Tuesday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Day,Yes,Not at intersection,Other injury accident,Not known,No,145.30948674,-38.01359802,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7230,7231,T20140026483,Driving accident,Finished,2014/12/21,12:15:00,No,Collision with vehicle,Sunday,RIGHT THROUGH,No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,145.29780742,-38.07179591,CASEY,METROPOLITAN SOUTH EAST REGION,7.0,0.0,4.0,0.0,3.0,1.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7308,7309,T20150000364,Driving accident,Finished,2015/01/07,07:19:00,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,145.243347,-38.15939887,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7338,7339,T20150002916,Driving accident,Finished,2015/02/10,18:04:00,Yes,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,145.28471867,-38.11327276,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7366,7367,T20150000460,Driving accident,Finished,2015/01/08,14:20:00,No,Collision with vehicle,Thursday,U TURN,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,145.28313876,-38.11110805,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7395,7396,T20150000548,Driving accident,Finished,2015/01/09,12:40:00,No,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Serious injury accident,50 km/hr,No,145.2574393,-37.97814795,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,0.0,1.0,0.0,0.0,0.0,1.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7528,7529,T20150001475,Driving accident,Finished,2015/01/21,22:30:00,Yes,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark No street lights,Yes,Cross intersection,Serious injury accident,100 km/hr,No,145.39323127,-38.17197045,CASEY,METROPOLITAN SOUTH EAST REGION,6.0,0.0,1.0,3.0,2.0,5.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,"CASEY,CARDINIA",METROPOLITAN SOUTH EAST REGION,Metro
7530,7531,T20150000769,Driving accident,Finished,2014/12/22,15:30:00,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,80 km/hr,No,145.23966023,-38.07749551,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7538,7539,T20150000775,Driving accident,Finished,2015/01/12,16:40:00,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,145.24786492,-37.98448883,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7552,7553,T20150003310,Driving accident,Finished,2015/02/13,17:30:00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Unk.,No,Not at intersection,Other injury accident,60 km/hr,No,145.27161061,-38.01443275,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7587,7588,T20150003387,Driving accident,Finished,2015/02/16,17:28:00,No,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Cross intersection,Serious injury accident,70 km/hr,No,145.29741362,-38.03133236,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7643,7644,T20150001093,Driving accident,Finished,2015/01/16,08:20:00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,145.32685983,-38.03462197,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7644,7645,T20150001100,Driving accident,Finished,2015/01/09,14:10:00,No,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Multiple intersection,Other injury accident,80 km/hr,No,145.2752404,-37.99730991,CASEY,METROPOLITAN SOUTH EAST REGION,5.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,1.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7719,7720,T20150000997,Driving accident,Finished,2014/10/17,18:15:00,Yes,Collision with vehicle,Friday,PULLING OUT -REAR END,No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,100 km/hr,No,145.30595891,-38.01572209,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7725,7726,T20150001742,Driving accident,Finished,2015/01/25,13:45:00,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,145.3036906,-38.04343502,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7733,7734,T20150001090,Driving accident,Finished,2015/01/16,07:08:00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,145.26603337,-37.99556537,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7736,7737,T20150001115,Driving accident,Finished,2015/01/16,15:05:00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,145.27004365,-38.0721009,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7746,7747,T20150001749,Driving accident,Finished,2015/01/20,15:25:00,No,Collision with vehicle,Monday,RIGHT THROUGH,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,145.26755844,-38.03375061,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
7751,7752,T20150000103,Driving accident,Finished,2015/01/02,18:25:00,Yes,Struck Pedestrian,Friday,PED WALKING WITH TRAFFIC,Yes,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,145.2715696,-38.0788906,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
